Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Revenue,City,Payment_Method,Order_Status,Customer_Age,Sales_Channel
ORD0253,4/9/2025,C1247,Karan,PRINTER,,3,6999,20997,Jaipur,Cash,cancelled,46,store
ORD0022,4/15/2025,C1125,Anjali,smartphone,electronics,4,18000,72000,Delhi,Credit Card,completed,18,store
ORD0314,1/14/2025,C1093,Rahul,TABLET,Electronics,,9999,79992,Chennai,Net Banking,completed,30,Online
ORD0460,4/2/2025,C1166,Amit,Monitor,Electronics,1,8999,8999,Jaipur,Credit Card,Cancelled,53,online
ORD0161,4/24/2025,C1023,Arjun,Printer,Office,3,14999,44997,Pune,UPI,PENDING,,online
ORD0277,1/4/2025,C1182,Amit,Mouse,Accessories,3,399,1197,Jaipur,Debit Card,PENDING,51,online
ORD0444,3/9/2025,C1159,Amit,Webcam,Accessories,2,1299,2598,Kolkata,Debit Card,Pending,33,online
ORD0192,3/27/2025,C1073,Anjali,LAPTOP,Electronics,5,45000,225000,Lucknow,Cash,Cancelled,30,Online
ORD0386,1/14/2025,C1046,Rohit,Laptop,Electronics,2,45000,90000,Hyderabad,Debit Card,completed,42,store
ORD0294,6/15/2025,C1114,Amit,Laptop,electronics,2,52000,104000,Mumbai,UPI,completed,21,Store
ORD0414,5/14/2025,C1002,Vikram,laptop,Electronics,,45000,45000,Pune,Cash,Cancelled,24,Store
ORD0344,2/3/2025,C1027,Vikram,Keyboard,Accessories,50,999,5994,Mumbai,UPI,Cancelled,36,store
ORD0258,3/13/2025,C1153,Karan,usb cable,accessories,6,499,2994,Chennai,Debit Card,PENDING,N/A,ONLINE
ORD0309,3/7/2025,C1202,Priya,Keyboard,Accessories,2,999,,Kolkata,Cash,cancelled,44,Store
ORD0150,3/27/2025,C1035,Rahul,Keyboard,Accessories,2,1499,2998,Pune,Credit Card,COMPLETE,61,store
ORD0131,1/24/2025,C1158,Pooja,MOUSE,accessories,2,999,1998,Ahmedabad,Net Banking,COMPLETE,65,Online
ORD0152,4/12/2025,C1209,Karan,MONITOR,electronics,5,18999,94995,Delhi,Credit Card,Cancelled,40,Online
ORD0360,5/10/2025,C1218,Anjali,LAPTOP,Electronics,1,52000,52000,Mumbai,Cash,Cancelled,33,online
ORD0100,4/5/2025,C1173,Meera,Mouse,Accessories,2,599,1198,Kolkata,Debit Card,Completed,61,Store
ORD0373,5/14/2025,C1028,Rahul,MOUSE,Accessories,7,,2793,Delhi,UPI,Pending,35,Store
ORD0088,1/20/2025,C1121,Rohit,Headphones,Accessories,7,,10493,Kolkata,UPI,COMPLETE,39,ONLINE
ORD0459,6/26/2025,C1153,Amit,Laptop,Electronics,five,72000,72000,Hyderabad,Credit Card,completed,23,ONLINE
ORD0331,1/3/2025,C1122,Amit,webcam,Accessories,1,2999,2999,Delhi,Credit Card,Cancelled,56,online
ORD0215,3/8/2025,C1093,Karan,PRINTER,office,6,9999,N/A,Mumbai,Cash,COMPLETE,38,Store
ORD0467,2/26/2025,C1156,Meera,Mouse,Accessories,1,599,599,Hyderabad,Cash,COMPLETE,23,store
ORD0122,6/3/2025,C1015,Rahul,laptop,electronics,4,72000,288000,Hyderabad,Credit Card,COMPLETE,34,online
ORD0124,4/12/2025,C1221,Meera,Webcam,accessories,6,1299,7794,Delhi,Cash,Completed,38,ONLINE
ORD0021,3/5/2025,C1224,Priya,HEADPHONES,Accessories,5,3999,19995,Mumbai,UPI,cancelled,52,Online
ORD0189,1/26/2025,C1106,Neha,KEYBOARD,Accessories,4,699,2796,Bangalore,UPI,PENDING,28,store
ORD0072,1/20/2025,C1041,Rahul,KEYBOARD,accessories,3,1499,4497,Ahmedabad,Cash,Cancelled,20,Store
ORD0107,2/3/2025,C1139,Rohit,laptop,Electronics,5,52000,260000,Delhi,Credit Card,Completed,40,Store
ORD0271,1/7/2025,C1218,Arjun,Keyboard,Accessories,5,1499,7495,Lucknow,Net Banking,PENDING,30,store
ORD0349,1/26/2025,C1170,Karan,Mouse,Accessories,7,999,6993,Ahmedabad,Credit Card,completed,24,ONLINE
ORD0436,2/8/2025,C1122,Rahul,keyboard,accessories,3,1499,4497,Jaipur,Credit Card,COMPLETE,58,ONLINE
ORD0103,2/9/2025,C1227,Vikram,Monitor,electronics,7,18999,132993,Ahmedabad,Cash,Cancelled,20,online
